Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Hye-Kyong Yun	V	28	Female	Norsk		1964	NO	Rogaland	1102	Sandnes
Dagne Hoprekstad	V	29	Female	Norsk		1952	NO	Rogaland	1102	Sandnes
Geir Bergstrøm	V	30	Male	Norsk		1984	NO	Rogaland	1102	Sandnes
Gert Erik Engelien	V	31	Male	Norsk		1967	NO	Rogaland	1102	Sandnes
Bård Henning Borsheim	V	32	Male	Norsk		1965	NO	Rogaland	1102	Sandnes
Jan Henning Hestad	V	33	Male	Norsk		1956	NO	Rogaland	1102	Sandnes
Jakob Ivar Grude	PP	1	Male	Norsk		1944	YES	Rogaland	1102	Sandnes
Liv Judith Malmberg Remman	PP	2	Female	Norsk		1954	NO	Rogaland	1102	Sandnes
Roald Armand Lende	PP	3	Male	Norsk		1938	NO	Rogaland	1102	Sandnes
Odd Reidar Gausel	PP	4	Male	Norsk		1949	NO	Rogaland	1102	Sandnes
Ivar Gunnleif Vølstad	PP	5	Male	Norsk		1944	NO	Rogaland	1102	Sandnes
Jostein Asheim	PP	6	Male	Norsk		1952	NO	Rogaland	1102	Sandnes
Lidia Dmitrievna Bryzgalova	PP	7	Female	Non	West Slavic	1940	NO	Rogaland	1102	Sandnes
Gudmund Digernes	PP	8	Male	Norsk		1945	NO	Rogaland	1102	Sandnes
Jan Vidar Gausel	PP	9	Male	Norsk		1952	NO	Rogaland	1102	Sandnes
Judith Tednes Grude	PP	10	Female	Norsk		1942	NO	Rogaland	1102	Sandnes
Marinius Hegre	PP	11	Male	Norsk		1928	NO	Rogaland	1102	Sandnes
Jan Georg Iversen	PP	12	Male	Norsk		1938	NO	Rogaland	1102	Sandnes
Jone Klingsheim	PP	13	Male	Norsk		1969	NO	Rogaland	1102	Sandnes
Steinar Kjell Lima	PP	14	Male	Norsk		1938	NO	Rogaland	1102	Sandnes
Arne Lende	PP	15	Male	Norsk		1939	NO	Rogaland	1102	Sandnes
Magnor Rasmussen	PP	16	Male	Norsk		1949	NO	Rogaland	1102	Sandnes
Ivar Simonsen	PP	17	Male	Norsk		1930	NO	Rogaland	1102	Sandnes
Leif Magne Thu	PP	18	Male	Norsk		1954	NO	Rogaland	1102	Sandnes
Erlend Kristensen	MDG	1	Male	Norsk		1973	YES	Rogaland	1102	Sandnes
Cathrine Fuglestad	MDG	2	Female	Norsk		1979	YES	Rogaland	1102	Sandnes
Zain Rage	MDG	3	Male	Non	Arabic	1974	YES	Rogaland	1102	Sandnes
Camilla Vanessa Askeland	MDG	4	Female	Norsk		1992	YES	Rogaland	1102	Sandnes
Alexandra  Gjerdrum	MDG	5	Female	Norsk		1974	NO	Rogaland	1102	Sandnes
Anne Turid Øvernes	MDG	6	Female	Norsk		1952	NO	Rogaland	1102	Sandnes
Egil Heine Strand	MDG	7	Male	Norsk		1967	NO	Rogaland	1102	Sandnes
Jon Torger Hetland Salte	MDG	8	Male	Norsk		1991	NO	Rogaland	1102	Sandnes
Ida Salthe Johannessen	MDG	9	Female	Norsk		1992	NO	Rogaland	1102	Sandnes
Oluf Langhelle	MDG	10	Male	Norsk		1964	NO	Rogaland	1102	Sandnes
Atlak Kvinen	MDG	11	Male	Norsk		1973	NO	Rogaland	1102	Sandnes
Alexander Asheim Kyllevik	MDG	12	Male	Norsk		1987	NO	Rogaland	1102	Sandnes
Heidi Bjerga	SV	1	Female	Norsk		1958	YES	Rogaland	1102	Sandnes
Jan Refsnes	SV	2	Male	Norsk		1951	YES	Rogaland	1102	Sandnes
Eva Beate Vikeså Watne	SV	3	Female	Norsk		1952	NO	Rogaland	1102	Sandnes
Arvid Erga	SV	4	Male	Norsk		1968	NO	Rogaland	1102	Sandnes
Ingeborg Anzjøn	SV	5	Female	Norsk		1964	NO	Rogaland	1102	Sandnes
Bjørg  Arntsen	SV	6	Female	Norsk		1956	NO	Rogaland	1102	Sandnes
Eva-Tone Breivik	SV	7	Female	Norsk		1981	NO	Rogaland	1102	Sandnes
Nina Eltervåg	SV	8	Female	Norsk		1978	NO	Rogaland	1102	Sandnes
Tore Haye	SV	9	Male	Norsk		1957	NO	Rogaland	1102	Sandnes
Torbjørn Hyldmo	SV	10	Male	Norsk		1942	NO	Rogaland	1102	Sandnes
Margrethe Aas Johnsen	SV	11	Female	Norsk		1985	NO	Rogaland	1102	Sandnes
Henning Åsland Lima	SV	12	Male	Norsk		1970	NO	Rogaland	1102	Sandnes
Elbjørg Melbøe	SV	13	Female	Norsk		1953	NO	Rogaland	1102	Sandnes
Nils  Melbø	SV	14	Male	Norsk		1952	NO	Rogaland	1102	Sandnes
Hilde Monstad	SV	15	Female	Norsk		1958	NO	Rogaland	1102	Sandnes
Margunn Mossige	SV	16	Female	Norsk		1954	NO	Rogaland	1102	Sandnes
Hilde D. Nesvåg	SV	17	Female	Norsk		1959	NO	Rogaland	1102	Sandnes
Elisabeth Næsheim	SV	18	Female	Norsk		1982	NO	Rogaland	1102	Sandnes
Per Arnt Olsen	SV	19	Male	Norsk		1954	NO	Rogaland	1102	Sandnes
Gina Osaland	SV	20	Female	Norsk		1952	NO	Rogaland	1102	Sandnes
Ingeborg  Horve Osaland	SV	21	Female	Norsk		1990	NO	Rogaland	1102	Sandnes
Kristian Pettersen	SV	22	Male	Norsk		1970	NO	Rogaland	1102	Sandnes
Trond Even Ravndal	SV	23	Male	Norsk		1955	NO	Rogaland	1102	Sandnes
Jon Reine	SV	24	Male	Norsk		1961	NO	Rogaland	1102	Sandnes
Øyvind Røberg	SV	25	Male	Norsk		1959	NO	Rogaland	1102	Sandnes
Monika Anna Røthle	SV	26	Female	Norsk		1951	NO	Rogaland	1102	Sandnes
Arvid Sandal	SV	27	Male	Norsk		1956	NO	Rogaland	1102	Sandnes
Anne  Skramstad	SV	28	Female	Norsk		1955	NO	Rogaland	1102	Sandnes
Liv Svendal	SV	29	Female	Norsk		1953	NO	Rogaland	1102	Sandnes
Per Eddie Tokvam	SV	30	Male	Norsk		1953	NO	Rogaland	1102	Sandnes
Gunnar Tønnessen	SV	31	Male	Norsk		1948	NO	Rogaland	1102	Sandnes
Jarle Vangsnes	SV	32	Male	Norsk		1979	NO	Rogaland	1102	Sandnes
Ingrid Helene Øglænd-Sandved	SV	33	Female	Norsk		1973	NO	Rogaland	1102	Sandnes
Nina Helen Øverby	SV	34	Female	Norsk		1963	NO	Rogaland	1102	Sandnes
Aastein Aase	SV	35	Male	Norsk		1938	NO	Rogaland	1102	Sandnes
Helge Line Aasland	SV	36	Male	Norsk		1979	NO	Rogaland	1102	Sandnes
Thor Magne Seland	H	1	Male	Norsk		1967	YES	Rogaland	1102	Sandnes
Kenny  Rettore	H	2	Male	Norsk		1968	YES	Rogaland	1102	Sandnes
Martine Andrea Borthen	H	3	Female	Norsk		1996	YES	Rogaland	1102	Sandnes
Solgull  Klette	H	4	Female	Norsk		1960	YES	Rogaland	1102	Sandnes
Leiv Rune Mjølsnes	H	5	Male	Norsk		1971	NO	Rogaland	1102	Sandnes
Anaida Ajanic	H	6	Female	Non	Arabic	1971	NO	Rogaland	1102	Sandnes
Olav Birkeland	H	7	Male	Norsk		1942	NO	Rogaland	1102	Sandnes
Ragnvald Nilsen	H	8	Male	Norsk		1977	NO	Rogaland	1102	Sandnes
Kenneth Austrått	H	9	Male	Norsk		1987	NO	Rogaland	1102	Sandnes
Unni Østråt Egeland	H	10	Female	Norsk		1959	NO	Rogaland	1102	Sandnes
Guttorm Stangeland	H	11	Male	Norsk		1969	NO	Rogaland	1102	Sandnes
Magne  Frøyland	H	12	Male	Norsk		1948	NO	Rogaland	1102	Sandnes
Mina Kristin Rød	H	13	Female	Norsk		1979	NO	Rogaland	1102	Sandnes
Hanna Rovik	H	14	Female	Norsk		1991	NO	Rogaland	1102	Sandnes
Sveinung  Skjørestad	H	15	Male	Norsk		1953	NO	Rogaland	1102	Sandnes
Carsten Line	H	16	Male	Norsk		1964	NO	Rogaland	1102	Sandnes
Åshild Martens	H	17	Female	Norsk		1965	NO	Rogaland	1102	Sandnes
Anne Grethe Brandal	H	18	Female	Norsk		1967	NO	Rogaland	1102	Sandnes
Espen Strand Henriksen	H	19	Male	Norsk		1974	NO	Rogaland	1102	Sandnes
Ottar Lutsi	H	20	Male	Norsk		1952	NO	Rogaland	1102	Sandnes
Leif Terje Larsen	H	21	Male	Norsk		1948	NO	Rogaland	1102	Sandnes
Siri Folkvord Abrahamsen	H	22	Female	Norsk		1985	NO	Rogaland	1102	Sandnes
Anne Lise Falch Anfinsen	H	23	Female	Norsk		1964	NO	Rogaland	1102	Sandnes
Grethe Bråstein	H	24	Female	Norsk		1961	NO	Rogaland	1102	Sandnes
Eivind Dalene	H	25	Male	Norsk		1968	NO	Rogaland	1102	Sandnes
Tove Dirdal	H	26	Female	Norsk		1966	NO	Rogaland	1102	Sandnes
Erik Utne Eikehaugen	H	27	Male	Norsk		1966	NO	Rogaland	1102	Sandnes
Liv Bente Eldholm	H	28	Female	Norsk		1946	NO	Rogaland	1102	Sandnes
Njål Folkvord	H	29	Male	Norsk		1961	NO	Rogaland	1102	Sandnes
Sigmund Garnes	H	30	Male	Norsk		1975	NO	Rogaland	1102	Sandnes
Thomas Zandstra Helmsgård	H	31	Male	Non	West Slavic	1978	NO	Rogaland	1102	Sandnes
Irene Tuxen Henriksen	H	32	Female	Norsk		1966	NO	Rogaland	1102	Sandnes
Gorm Elias Hognestad	H	33	Male	Norsk		1931	NO	Rogaland	1102	Sandnes
Ellen Karin Moen	H	34	Female	Norsk		1967	NO	Rogaland	1102	Sandnes
Terje Myklebust	H	35	Male	Norsk		1965	NO	Rogaland	1102	Sandnes
Sanda Oana Neagu	H	36	Female	Norsk		1978	NO	Rogaland	1102	Sandnes
Per Magne Pedersen	H	37	Male	Norsk		1972	NO	Rogaland	1102	Sandnes
Trond  Rørvik	H	38	Male	Norsk		1951	NO	Rogaland	1102	Sandnes
Hilde Gunn Aa. Sagland	H	39	Female	Norsk		1969	NO	Rogaland	1102	Sandnes
Fredrik Seglem	H	40	Male	Norsk		1991	NO	Rogaland	1102	Sandnes
Jaroslaw Sobon	H	41	Male	Non	West Slavic	1960	NO	Rogaland	1102	Sandnes
Helge K. Strand	H	42	Male	Norsk		1944	NO	Rogaland	1102	Sandnes
Astrid Thidesen	H	43	Female	Norsk		1943	NO	Rogaland	1102	Sandnes
Geir H. Tysseland	H	44	Male	Norsk		1967	NO	Rogaland	1102	Sandnes
Stine Tønnessen	H	45	Female	Norsk		1996	NO	Rogaland	1102	Sandnes
Gunnar Vigesdal	H	46	Male	Norsk		1948	NO	Rogaland	1102	Sandnes
Sofie Margrethe Selvikvåg	SP	1	Female	Norsk		1958	YES	Rogaland	1102	Sandnes
Martin S. Håland	SP	2	Male	Norsk		1949	YES	Rogaland	1102	Sandnes
Johan Martin Seloter Larsen	SP	3	Male	Norsk		1961	NO	Rogaland	1102	Sandnes
Katrine Sægrov	SP	4	Female	Norsk		1974	NO	Rogaland	1102	Sandnes
Leidulv Harboe	SP	5	Male	Norsk		1969	NO	Rogaland	1102	Sandnes
Jorunn Lura Haaland	SP	6	Female	Norsk		1963	NO	Rogaland	1102	Sandnes
Kristine Edland	SP	7	Female	Norsk		1950	NO	Rogaland	1102	Sandnes
Karen Følgesvold	SP	8	Female	Norsk		1994	NO	Rogaland	1102	Sandnes
Olav Paul Høivik	SP	9	Male	Norsk		1954	NO	Rogaland	1102	Sandnes
Jostein Asheim	SP	10	Male	Norsk		1960	NO	Rogaland	1102	Sandnes
Michael Charles Dehar	SP	11	Male	Norsk		1980	NO	Rogaland	1102	Sandnes
Karl Egeland	SP	12	Male	Norsk		1950	NO	Rogaland	1102	Sandnes
Arve Fløysvik	SP	13	Male	Norsk		1967	NO	Rogaland	1102	Sandnes
Martin Folkvord	SP	14	Male	Norsk		1982	NO	Rogaland	1102	Sandnes
Olav Furenes	SP	15	Male	Norsk		1953	NO	Rogaland	1102	Sandnes
Per Gunnar Haarr	SP	16	Male	Norsk		1954	NO	Rogaland	1102	Sandnes
Håkon Hetland	SP	17	Male	Norsk		1963	NO	Rogaland	1102	Sandnes
Svein Harald Hommeland	SP	18	Male	Norsk		1944	NO	Rogaland	1102	Sandnes
Gudrun Kristensen	SP	19	Female	Norsk		1975	NO	Rogaland	1102	Sandnes
Andres Krogedal	SP	20	Male	Norsk		1958	NO	Rogaland	1102	Sandnes
Eva Kvalbein	SP	21	Female	Norsk		1964	NO	Rogaland	1102	Sandnes
Paul Kyllingstad	SP	22	Male	Norsk		1949	NO	Rogaland	1102	Sandnes
Anne Keth Kleppa Larsen	SP	23	Female	Norsk		1961	NO	Rogaland	1102	Sandnes
Bodil Levang Lura	SP	24	Female	Norsk		1958	NO	Rogaland	1102	Sandnes
Anders Malmin	SP	25	Male	Norsk		1987	NO	Rogaland	1102	Sandnes
Eldar Melbøe Kyllesø	SP	26	Male	Norsk		1980	NO	Rogaland	1102	Sandnes
Bernt Palle Nærland	SP	27	Male	Norsk		1980	NO	Rogaland	1102	Sandnes
Alf Nævland	SP	28	Male	Norsk		1952	NO	Rogaland	1102	Sandnes
Morten Oseland	SP	29	Male	Norsk		1964	NO	Rogaland	1102	Sandnes
Brit Stokkeland Raugstad	SP	30	Female	Norsk		1947	NO	Rogaland	1102	Sandnes
Heidi Vigre Sinnes	SP	31	Female	Norsk		1974	NO	Rogaland	1102	Sandnes
Endre Skjørestad	SP	32	Male	Norsk		1953	NO	Rogaland	1102	Sandnes
Gunnvor Margrethe Skjørestad	SP	33	Female	Norsk		1996	NO	Rogaland	1102	Sandnes
Ivar Skjørestad	SP	34	Male	Norsk		1959	NO	Rogaland	1102	Sandnes
Gerd Hildbjørg Svensen	SP	35	Female	Norsk		1959	NO	Rogaland	1102	Sandnes
Andreas Smedsli Svihus	SP	36	Male	Norsk		1992	NO	Rogaland	1102	Sandnes
Gunn Marit Smedsli Svihus	SP	37	Female	Norsk		1968	NO	Rogaland	1102	Sandnes
Kari Cecilie Sviland	SP	38	Female	Norsk		1970	NO	Rogaland	1102	Sandnes
Øystein Sviland	SP	39	Male	Norsk		1964	NO	Rogaland	1102	Sandnes
Tor Arvid Tjessem	SP	40	Male	Norsk		1967	NO	Rogaland	1102	Sandnes
Kirsten Hognestad Tveit	SP	41	Female	Norsk		1964	NO	Rogaland	1102	Sandnes
Tore Tveit	SP	42	Male	Norsk		1993	NO	Rogaland	1102	Sandnes
Inge Vold	SP	43	Male	Norsk		1981	NO	Rogaland	1102	Sandnes
Mette Wathne	SP	44	Female	Norsk		1984	NO	Rogaland	1102	Sandnes
Sindre Årsvoll	SP	45	Male	Norsk		1977	NO	Rogaland	1102	Sandnes
Terje Øgreid	KRISTNE	1	Male	Norsk		1958	YES	Rogaland	1102	Sandnes
Anne Marie Rovik	KRISTNE	2	Female	Norsk		1951	YES	Rogaland	1102	Sandnes
Tora Bjørg Haugum	KRISTNE	3	Female	Norsk		1954	NO	Rogaland	1102	Sandnes
Anne May Fyljesvoll	KRISTNE	4	Female	Norsk		1956	NO	Rogaland	1102	Sandnes
Kristine Sagland Undeland	KRISTNE	5	Female	Norsk		1990	NO	Rogaland	1102	Sandnes
Kjartan Johan Tysse	KRISTNE	6	Male	Norsk		1977	NO	Rogaland	1102	Sandnes
Esther  Wehus	KRISTNE	7	Female	Norsk		1946	NO	Rogaland	1102	Sandnes
Eldbjørg Øgreid	KRISTNE	8	Female	Norsk		1939	NO	Rogaland	1102	Sandnes
Johannes Lian	KRISTNE	9	Male	Norsk		1954	NO	Rogaland	1102	Sandnes
Nelia Sandanger	KRISTNE	10	Female	Norsk		1958	NO	Rogaland	1102	Sandnes
Stanley Wirak	AP	1	Male	Norsk		1950	YES	Rogaland	1102	Sandnes
Annelin Tangen	AP	2	Female	Norsk		1973	YES	Rogaland	1102	Sandnes
Julia Wong	AP	3	Female	Non	Chinese	1995	YES	Rogaland	1102	Sandnes
Arne B. Espedal	AP	4	Male	Norsk		1981	NO	Rogaland	1102	Sandnes
Anne Gravdal	AP	5	Female	Norsk		1964	NO	Rogaland	1102	Sandnes
Snorre E. Skjevrak	AP	6	Male	Norsk		1992	NO	Rogaland	1102	Sandnes
Karen Irene Stangeland	AP	7	Female	Norsk		1945	NO	Rogaland	1102	Sandnes
Eirik Aarek	AP	8	Male	Norsk		1968	NO	Rogaland	1102	Sandnes
Hege S. Espe	AP	9	Female	Norsk		1970	NO	Rogaland	1102	Sandnes
Arne Oftedal	AP	10	Male	Norsk		1972	NO	Rogaland	1102	Sandnes
Nina Lura	AP	11	Female	Norsk		1959	NO	Rogaland	1102	Sandnes
Åge Elven	AP	12	Male	Norsk		1969	NO	Rogaland	1102	Sandnes
Reidun Marie Enge	AP	13	Female	Norsk		1950	NO	Rogaland	1102	Sandnes
Hamidullah Amiri	AP	14	Male	Non	Arabic	1977	NO	Rogaland	1102	Sandnes
Karine Aspøy-Jensen	AP	15	Female	Norsk		1997	NO	Rogaland	1102	Sandnes
Terje Lunde	AP	16	Male	Norsk		1956	NO	Rogaland	1102	Sandnes
Elin Synnøve Andersen	AP	17	Female	Norsk		1956	NO	Rogaland	1102	Sandnes
Svein Tore Biland	AP	18	Male	Norsk		1959	NO	Rogaland	1102	Sandnes
Mari Anne N. Hall	AP	19	Female	Norsk		1958	NO	Rogaland	1102	Sandnes
Faruk Brahimi	AP	20	Male	Non	Turkish	1977	NO	Rogaland	1102	Sandnes
Erling Eknes	AP	21	Male	Norsk		1956	NO	Rogaland	1102	Sandnes
Linda S. Iversen	AP	22	Female	Norsk		1959	NO	Rogaland	1102	Sandnes
Ragnvald Erga	AP	23	Male	Norsk		1948	NO	Rogaland	1102	Sandnes
Cecilia L. Karlsen	AP	24	Female	Norsk		1995	NO	Rogaland	1102	Sandnes
Martin Haugseng	AP	25	Male	Norsk		1950	NO	Rogaland	1102	Sandnes
Rønnaug W. Hansen	AP	26	Female	Norsk		1939	NO	Rogaland	1102	Sandnes
Arne Helliesen	AP	27	Male	Norsk		1941	NO	Rogaland	1102	Sandnes
Inger Lise Kvale	AP	28	Female	Norsk		1967	NO	Rogaland	1102	Sandnes
Leif Oddvard Larsen	AP	29	Male	Norsk		1946	NO	Rogaland	1102	Sandnes
Berit Solfrid Meisland	AP	30	Female	Norsk		1947	NO	Rogaland	1102	Sandnes
Anders Stephane Løvik	AP	31	Male	Norsk		1974	NO	Rogaland	1102	Sandnes
Ingrid Skåtun	AP	32	Female	Norsk		1958	NO	Rogaland	1102	Sandnes
Svein M. Stangeland	AP	33	Male	Norsk		1951	NO	Rogaland	1102	Sandnes
Vidar B. Sørensen	AP	34	Male	Norsk		1949	NO	Rogaland	1102	Sandnes
Hilde T. Trondheim	AP	35	Female	Norsk		1963	NO	Rogaland	1102	Sandnes
Per Einar Sæbbe	AP	36	Male	Norsk		1969	NO	Rogaland	1102	Sandnes
Jan Voll	AP	37	Male	Norsk		1950	NO	Rogaland	1102	Sandnes
Knut Gjerde	FRP	1	Male	Norsk		1955	YES	Buskerud	0625	Nedre Eiker
Arve Fjeld	FRP	2	Male	Norsk		1950	YES	Buskerud	0625	Nedre Eiker
Lena Albrigtsen	FRP	3	Female	Norsk		1972	YES	Buskerud	0625	Nedre Eiker
Kristin Løvås Gjerde	FRP	4	Female	Norsk		1995	YES	Buskerud	0625	Nedre Eiker
Cathrine Løwer Dahlquist	FRP	5	Female	Norsk		1997	YES	Buskerud	0625	Nedre Eiker
Karin Enerberg Stuldalen	FRP	6	Female	Norsk		1942	YES	Buskerud	0625	Nedre Eiker
Trine Zimmermann	FRP	7	Female	Norsk		1982	NO	Buskerud	0625	Nedre Eiker
Rolf Martinsen	FRP	8	Male	Norsk		1964	NO	Buskerud	0625	Nedre Eiker
Therese Andreassen	FRP	9	Female	Norsk		1975	NO	Buskerud	0625	Nedre Eiker
Kai Stick	FRP	10	Male	Norsk		1958	NO	Buskerud	0625	Nedre Eiker
Eyleen Angela Karlsen	FRP	11	Female	Norsk		1945	NO	Buskerud	0625	Nedre Eiker
Tom Myrvang	FRP	12	Male	Norsk		1962	NO	Buskerud	0625	Nedre Eiker
Gerd Eriksen	FRP	13	Female	Norsk		1939	NO	Buskerud	0625	Nedre Eiker
Sverre Engedal	FRP	14	Male	Norsk		1954	NO	Buskerud	0625	Nedre Eiker
Marit Johanne Hovland	FRP	15	Female	Norsk		1953	NO	Buskerud	0625	Nedre Eiker
Frode Kleven	FRP	16	Male	Norsk		1951	NO	Buskerud	0625	Nedre Eiker
Lars Leithe	FRP	17	Male	Norsk		1994	NO	Buskerud	0625	Nedre Eiker
Silje Elise Johansen	FRP	18	Female	Norsk		1997	NO	Buskerud	0625	Nedre Eiker
Fredrik Gravdal	FRP	19	Male	Norsk		1995	NO	Buskerud	0625	Nedre Eiker
Reidun Eli Nylehn	R	1	Female	Norsk		1977	NO	Buskerud	0625	Nedre Eiker
Kristian Niklas Themte	R	2	Male	Norsk		1989	NO	Buskerud	0625	Nedre Eiker
Anita Elisabeth Dalsrud	R	3	Female	Norsk		1960	NO	Buskerud	0625	Nedre Eiker
Tom Ivar Helbekkmo	R	4	Male	Norsk		1962	NO	Buskerud	0625	Nedre Eiker
Natasja Frengis Safarali Lo Foss	R	5	Female	Non	Arabic	1995	NO	Buskerud	0625	Nedre Eiker
Hakan Safarali Lo Foss	R	6	Male	Non	Arabic	1994	NO	Buskerud	0625	Nedre Eiker
Kjell Arne Bekken	R	7	Male	Norsk		1952	NO	Buskerud	0625	Nedre Eiker
Magnus Weggesrud	SP	1	Male	Norsk		1990	YES	Buskerud	0625	Nedre Eiker
John Ragnar Stenersen	SP	2	Male	Norsk		1987	YES	Buskerud	0625	Nedre Eiker
Olav Helland Stenersen	SP	3	Male	Norsk		1989	NO	Buskerud	0625	Nedre Eiker
Martine Øhren Nordset	SP	4	Female	Norsk		1990	NO	Buskerud	0625	Nedre Eiker
Pål-Anders Angell	SP	5	Male	Norsk		1961	NO	Buskerud	0625	Nedre Eiker
Line Iversen Stenersen	SP	6	Female	Norsk		1990	NO	Buskerud	0625	Nedre Eiker
Reidar Olav Stenersen	SP	7	Male	Norsk		1961	NO	Buskerud	0625	Nedre Eiker
Kristina Elisabet Skinnes	SP	8	Female	Norsk		1987	NO	Buskerud	0625	Nedre Eiker
Bent Inge Bye	AP	1	Male	Norsk		1949	YES	Buskerud	0625	Nedre Eiker
Lajla Hvaal	AP	2	Female	Norsk		1966	YES	Buskerud	0625	Nedre Eiker
Thor Sigurd Syvaldsen	AP	3	Male	Norsk		1949	YES	Buskerud	0625	Nedre Eiker
May-Britt Andersen	AP	4	Female	Norsk		1958	YES	Buskerud	0625	Nedre Eiker
Gard Hofsvang	AP	5	Male	Norsk		1993	YES	Buskerud	0625	Nedre Eiker
Tonje Enersen	AP	6	Female	Norsk		1974	YES	Buskerud	0625	Nedre Eiker
Øyvind Hvidsten	AP	7	Male	Norsk		1977	NO	Buskerud	0625	Nedre Eiker
Kari Ingvil Audestad	AP	8	Female	Norsk		1954	NO	Buskerud	0625	Nedre Eiker
Roar Norheim Larsen	AP	9	Male	Norsk		1943	NO	Buskerud	0625	Nedre Eiker
Ellen Flathen	AP	10	Female	Norsk		1951	NO	Buskerud	0625	Nedre Eiker
Clas Brede Bråthen	AP	11	Male	Norsk		1968	NO	Buskerud	0625	Nedre Eiker
Bente Kristiansen Bjørndalen	AP	12	Female	Norsk		1955	NO	Buskerud	0625	Nedre Eiker
Leif Disen	AP	13	Male	Norsk		1950	NO	Buskerud	0625	Nedre Eiker
May Gro Krogh	AP	14	Female	Norsk		1956	NO	Buskerud	0625	Nedre Eiker
Knut Myrvold	AP	15	Male	Norsk		1958	NO	Buskerud	0625	Nedre Eiker
Nora Zomlot	AP	16	Female	Non	Arabic	1990	NO	Buskerud	0625	Nedre Eiker
Markus Teigen	AP	17	Male	Norsk		1987	NO	Buskerud	0625	Nedre Eiker
Rigmor Synnøve Skjereng	AP	18	Female	Norsk		1943	NO	Buskerud	0625	Nedre Eiker
Ole Hartvig Varlo	AP	19	Male	Norsk		1966	NO	Buskerud	0625	Nedre Eiker
Anne-Kristine Knudsen Bjørndalen	AP	20	Female	Norsk		1980	NO	Buskerud	0625	Nedre Eiker
Ole Christian Bye	AP	21	Male	Norsk		1977	NO	Buskerud	0625	Nedre Eiker
Rakel Lilly Albertsdottir	AP	22	Female	Norsk		1996	NO	Buskerud	0625	Nedre Eiker
Mohammad Aref Mujaddidi	AP	23	Male	Non	Arabic	1977	NO	Buskerud	0625	Nedre Eiker
Anne-Lise Pedersen	AP	24	Female	Norsk		1952	NO	Buskerud	0625	Nedre Eiker
Knut Andersen	AP	25	Male	Norsk		1953	NO	Buskerud	0625	Nedre Eiker
Tove Fjerdingstad	AP	26	Female	Norsk		1963	NO	Buskerud	0625	Nedre Eiker
Eirik Lervåg Solberg	AP	27	Male	Norsk		1992	NO	Buskerud	0625	Nedre Eiker
Turid Larsen	AP	28	Female	Norsk		1944	NO	Buskerud	0625	Nedre Eiker
Åge Teie	AP	29	Male	Norsk		1944	NO	Buskerud	0625	Nedre Eiker
Turid Hoff	AP	30	Female	Norsk		1944	NO	Buskerud	0625	Nedre Eiker
Torgeir Hanssen	AP	31	Male	Norsk		1952	NO	Buskerud	0625	Nedre Eiker
Øyfrid Lyche Nordli	AP	32	Female	Norsk		1949	NO	Buskerud	0625	Nedre Eiker
Magne Gulbrandsen	AP	33	Male	Norsk		1949	NO	Buskerud	0625	Nedre Eiker
Anne Birgitte Holst	AP	34	Female	Norsk		1957	NO	Buskerud	0625	Nedre Eiker
Evy Riise Kirkerud Hofsvang	AP	35	Female	Norsk		1960	NO	Buskerud	0625	Nedre Eiker
Jonathan Gaathaug Nielsen	AP	36	Male	Norsk		1997	NO	Buskerud	0625	Nedre Eiker
Marit Irene Kristiansen	AP	37	Female	Norsk		1955	NO	Buskerud	0625	Nedre Eiker
Trygve Solbakken	AP	38	Male	Norsk		1941	NO	Buskerud	0625	Nedre Eiker
Unni Helen Hvidsten	AP	39	Female	Norsk		1953	NO	Buskerud	0625	Nedre Eiker
Reidar Andresen	AP	40	Male	Norsk		1941	NO	Buskerud	0625	Nedre Eiker
Ragnhild Lenes Johansen	AP	41	Female	Norsk		1943	NO	Buskerud	0625	Nedre Eiker
Bjørn Hillestad	AP	42	Male	Norsk		1955	NO	Buskerud	0625	Nedre Eiker
Sunniva Buvarp Schmitz	AP	43	Female	Norsk		1995	NO	Buskerud	0625	Nedre Eiker
Gunnar Nicolai Halvorsen	AP	44	Male	Norsk		1979	NO	Buskerud	0625	Nedre Eiker
Elisabeth Thoresen Yttrie	AP	45	Female	Norsk		1996	NO	Buskerud	0625	Nedre Eiker
Anne Sørensen	MDG	1	Female	Norsk		1967	YES	Buskerud	0625	Nedre Eiker
Sverre Andersen	MDG	2	Male	Norsk		1973	YES	Buskerud	0625	Nedre Eiker
Irene Johnsen	MDG	3	Female	Norsk		1976	NO	Buskerud	0625	Nedre Eiker
Dag Arne Roum	MDG	4	Male	Norsk		1946	NO	Buskerud	0625	Nedre Eiker
Irene Thy	MDG	5	Female	Norsk		1981	NO	Buskerud	0625	Nedre Eiker
Nils Petter Leidal	MDG	6	Male	Norsk		1957	NO	Buskerud	0625	Nedre Eiker
Sissel Berit Roum	MDG	7	Female	Norsk		1948	NO	Buskerud	0625	Nedre Eiker
Kenneth Celius Koppervik	MDG	8	Male	Norsk		1983	NO	Buskerud	0625	Nedre Eiker
Tor Orsteen	SV	1	Male	Norsk		1957	YES	Buskerud	0625	Nedre Eiker
Ingrid Madsen Alvær	SV	2	Female	Norsk		1983	NO	Buskerud	0625	Nedre Eiker
Lena Marie Reitan	SV	3	Female	Norsk		1982	NO	Buskerud	0625	Nedre Eiker
